index,BAL,TBR,BOS,NYY,TOR,MIN,DET,CHW,KCR,CLE,LAA,OAK,TEX,HOU,SEA,LAD,SFG,ARI,COL,SDP,MIL,STL,CHC,CIN,PIT,NYM,WSN,ATL,PHI,MIA
57,5.9,3.2,5.9,5.3,4.5,5.7,5.5,3.5,5.3,4.7,4.4,3.1,5.7,3.4,4.7,3.1,3.4,6.5,5.7,4.1,3.5,4.5,3.8,4,4.7,2.6,1.9,3.9,4.1,3.5
58,6.3,3.3,5.8,4.8,4.2,4.9,5.5,3.4,5.5,3.9,4.5,2.9,5.5,3.5,4.7,3.3,3.9,6.3,5.6,4,3.8,4.3,4,4,4.5,2.6,2.5,3.8,4.8,3
59,6.3,3.5,6.1,4.9,3.9,5,5.5,3.7,5.3,3.9,4.5,3.3,5,3.2,4.6,3.3,3.9,6.4,5.4,3.9,3.9,4,3.7,4.1,4.5,2.3,2.2,3.5,4.5,2.6
60,6.2,3.6,6.1,4.7,3.7,5.6,5.4,4.1,5.3,3.9,4.2,3.1,5.6,3.1,4.7,3.3,3.6,6.7,5.5,4.3,4.2,4.2,3.8,4.1,4.3,2.3,2.9,3.8,4,2.7
61,6.9,4.2,6.4,4.4,3.8,5.3,5.3,4.2,5.5,4.5,4.6,3.5,5.6,3,4.1,3.4,3.5,6.3,5.5,4.1,4.1,4.1,3.3,3.9,4.5,2.5,3.1,3.9,4.2,2.5
62,6.5,4.3,6,4.5,3.7,5.2,5.5,4.4,6,4.5,4.8,3.7,5.5,3,3.8,3.6,3.3,6.5,5.3,3.9,3.8,3.9,3.2,3.6,4.3,2.8,3,3.7,4.1,2.9
63,6.6,4.2,5.7,4.3,3.7,5,5.4,4.5,6,4.7,5.6,3.9,5.1,2.4,3.8,3.5,3.6,6.3,5.4,3.7,3.9,4.1,3.5,3.7,3.9,2.9,3.3,3.7,4.5,2.7
64,7.1,3.8,5.3,4.5,3.6,5.1,5.3,4.5,5.7,5,5.5,3.9,4.9,2.3,3.6,3.6,3.9,6.8,5.3,3.5,3.9,3.7,3.4,3.8,3.6,4.1,3.3,3.5,4.7,2.6
65,6.9,3.9,5.1,4.3,4.1,5.8,4.3,4.8,5.7,5.3,5.3,3.7,4.2,2.1,3.2,2.9,4,6.5,4.9,3.6,3.7,3.7,3.7,4,3.8,4.3,3.7,3.1,5.2,2.7
66,7.1,4,4.9,4.1,4.1,5.4,4.9,4.9,5.5,5.3,5.8,3.9,4.4,2.5,3.2,2.8,3.9,6.3,4.3,4.1,3.8,3.6,4.7,4.4,4,4.1,4,2.5,5.1,2.9
67,6.9,4.2,4.1,4.5,4,5.6,5,4.9,6.2,5.3,5.8,3.9,4.3,3.1,3.5,2.8,4.1,6.1,3.9,4.1,3.2,3.6,4.5,4.6,3.9,4.1,4.7,2.7,5.2,2.9
68,6.5,5.1,4.2,4.9,3.7,5.3,4.9,5.1,6.1,4.8,5.9,4,4.1,3.2,3.8,2.7,3.8,5.9,3.9,4.1,3.5,3.8,5.3,4.3,4.2,4.3,4.7,2.7,5.6,2.7
69,6.3,5.6,3.7,5.3,3.5,5.3,5.1,5.3,6.1,5,5.4,3.7,3.9,3.2,3.7,2.9,3.7,5.8,3.7,4.3,3.5,4.1,5,3.9,4.3,4.3,4.9,2.3,5.4,2.7
70,6.5,5.5,3.3,5.1,3.5,5.3,4.9,5.1,6,5.5,5.4,4,3.6,3.3,4,3.1,3.6,5.1,3.9,4.1,3.2,4.1,5.2,3.5,4.1,4.3,5.1,2.7,5.3,3.1
71,6.3,5.1,3.5,4.9,3.4,5.5,4.5,5.5,6.2,5.7,5.5,3.9,3.7,3.3,4,3,3.7,5.2,3.8,3.8,2.9,3.7,4.7,3.5,4,4.5,5.4,3.2,5.7,3.3
72,6.1,5.3,3.4,5.1,3.8,5.7,4.2,5.1,6.3,5.5,5.5,4.1,3.9,3.3,3.7,2.8,3.3,5.4,3.6,3.8,2.7,3.8,4.9,3.5,3.9,4.7,4.9,3.3,4.8,3.3
73,6.1,5,3.2,4.9,4.1,5.6,4.7,4.6,6.2,5.5,5.5,3.7,4,3.6,4.5,2.5,3.3,5.1,3.5,3.7,2.6,3.9,5.9,3.1,4.5,4.9,5.3,3.5,5.4,3.5
74,6.7,4.6,3.2,4.6,4.1,5.1,4.7,4.3,6.1,5.4,5.6,4.2,3.5,3.7,4.5,2.9,3.5,4.7,3.4,3.9,2.5,3.7,5.8,3.3,5.3,4.9,4.9,3.1,5.5,3.8
75,6.4,4.1,3,4.5,3.9,5.1,4.9,4.3,5.7,5.2,5.1,3.9,3.4,3.9,4.3,2.7,3.5,4.9,3.5,4,2.5,3.7,6.3,3.1,5.1,5,5.4,3,5.5,3.9
76,6.3,4.1,3.3,4.7,3.6,5.2,4.4,4,6.1,5,4.9,3.6,3.6,3.9,4.5,2.7,3.6,5.2,3.6,4.9,2.6,3.8,6.6,3.2,5.2,4.7,5.5,3.3,5.5,3.8
77,6.5,4.3,3.8,4.7,3.5,5.1,4.9,4.3,5.9,4.5,4.5,3.5,3.6,3.8,4.1,2.7,3.4,5.1,3.3,5.3,2.5,3.5,6.6,3,5.4,5.1,6.9,3.5,5.1,3.9
78,6,4.5,4,4.2,4.1,5,5.5,4,6.1,4.3,4.5,3.7,4.3,4.1,4.4,2.8,3.2,5.9,2.7,5.2,2.5,3.9,6.5,3.5,5.3,4.2,7.3,3.5,5.1,4.1
79,5.7,4.9,3.9,3.9,4,4.6,5.5,3.6,5.9,4.5,4.7,3.6,4.5,4.1,4.6,3,3.1,6.3,3,5.1,2.7,3.5,6.1,3.6,5.3,4.7,7.4,3.7,4.6,3.8
80,5.3,4.8,3.7,3.9,3.7,4.2,4.9,3.6,5.7,4.3,4.3,3.5,4.9,4.1,4.7,3,3.1,6.3,3.6,4.6,2.8,3.5,5.6,3.7,5.3,4.7,7.1,3.7,4.8,3.8
81,5.7,4.9,3.9,3.5,3.9,4.1,4.6,3.5,4.9,4.5,4.1,3.5,5.7,3.5,4.4,3.3,3.3,6.1,3.9,4.9,3,3.5,6,4.4,5.1,4.4,6.6,3.7,5.1,3.9
82,5.9,4.1,4.1,3.3,4,4.3,4.5,3.7,4.8,4.9,3.8,3.5,5.7,3.4,4.2,3.7,3.1,6.1,4.2,4.9,2.5,3.7,5.4,4.5,5.4,4.1,6.5,4.1,4.8,5
83,5.4,3.7,4.3,3,4,4.3,4.1,3.4,5.1,4.8,4.1,3.5,5.7,3.5,4.5,3.7,3,5.8,4.3,5.1,2.7,3.5,5.5,4.9,5.1,4.7,6.5,4,4.7,5.3
84,5.3,3.5,4.4,3.1,3.6,4.1,3.9,3.5,4.8,4.4,3.8,2.9,5.9,3.6,4.5,3.8,3.3,6,4.1,4.9,3,3.5,5.5,5.1,5.3,4.7,6.5,3.9,5,4.8
85,5.2,3.8,4.1,3.3,3.7,4.1,3.9,3.3,4.6,4.4,3.6,2.8,6.1,3.7,4.2,4.1,3.6,5.5,4,4.7,2.9,3.7,5.5,5.1,5.4,4.5,6.4,3.3,4.5,4.7
86,5.3,3.4,4.3,3.3,3.3,3.9,4,3.3,4.5,4.3,3.5,2.7,5.9,3.5,4.4,4.3,3.3,5.7,4.1,4.8,2.9,3.8,5.1,5.3,5.7,4.3,6.5,3.3,4.9,5
87,5.1,3.5,4.3,3.1,3.3,4.1,3.9,3.5,4.3,4.6,4.1,2.9,5.8,3.2,3.8,4.2,3.2,5.5,4.2,4.9,2.8,4,4.1,5.6,5.4,4.7,6.1,3.1,4.5,4.7
88,4.7,3.8,4.3,4,3.2,4.3,4.1,3.7,3.9,4.9,4.1,2.6,5.7,3.7,4,3.7,3.5,5.7,4,4.5,2.5,3.8,4.3,5.5,5,4.6,5.9,3.2,4.6,4.5
89,4.4,3.9,4.2,4.1,3.1,4.4,4.2,3.7,4.1,4.7,4.2,2.8,5.8,4,4.5,3.8,3.3,5.7,4.3,4.5,2.7,3.9,4.2,5.7,5.7,4.6,5.9,3.3,4.9,4.4
90,4.1,3.8,3.9,3.7,3.5,4.9,4.3,3.7,3.5,4.7,4.3,3,5.9,4,5.1,3.5,3.8,5.3,4.3,4.1,2.5,3.3,4.4,5.7,5.4,4.7,5.9,2.9,5.2,4.6
91,3.9,3.8,4.1,3.5,3.6,5.2,4.6,3.5,3.7,5.1,3.9,2.8,5.9,4.3,5.4,3.7,4.1,5.5,4.5,3.8,2.7,3.9,4.5,5.8,5.2,4.4,4.7,2.7,4.9,4.5
92,3.7,3.7,4.2,3.9,3.1,4.9,3.9,4.2,3.6,5.3,4.1,2.5,5.4,4.4,5.3,3.9,4.1,4.5,4.7,4.3,3,3.6,4.7,5.4,6.1,4.5,4.4,3.3,5.1,4.5
93,4.5,3.3,4.8,3.9,2.7,4.9,4.2,4.3,3.3,4.9,3.9,2.5,5.1,4.7,5.2,3.8,4.5,4.9,4.5,4.1,2.9,3.9,4.7,5,6.1,4.1,4.4,2.9,5.1,4.7
94,5.1,3.5,4.8,3.8,2.7,5.1,4.3,4.1,3.3,4.7,3.9,2.5,5.2,4,4.7,3.7,4.5,5.3,4.3,4.5,2.6,4.3,4.7,4.9,5.9,4.2,4.7,2.9,5,4.6
95,5.2,3.3,4.5,3.7,2.5,5.2,4.4,4.5,3.4,4.5,3.5,2.8,4.4,4.2,4.6,3.5,4.1,5.1,4.2,4.3,2.9,4.7,5.1,4.3,5.9,4.4,5.1,2.8,4.9,4.4
96,5.7,3.3,4.3,3.5,2.3,4.8,4.5,4.4,3.5,4.2,3.4,2.8,4.5,4.3,4.6,3.3,4.2,5.3,4.1,4.1,3,4.3,4.8,4.3,5.7,4.7,5.3,2.7,4.9,3.5
97,6.2,3.5,4.5,3.3,2.5,4.9,4.7,4.3,3.3,3.9,3.3,2.8,4.5,4.5,4.5,3.2,4.1,5.5,4.1,3.7,2.7,4.3,5,3.9,5.9,4.3,5.5,2.8,4.9,3.3
98,6.6,3.4,5.1,3.3,2.9,5,4.7,3.9,3.8,4,3.5,3,4.8,4.1,4.5,3.1,4.1,5.5,3.9,3.9,2.9,4.6,5.3,3.7,6.4,4.3,5.3,2.7,4.1,4.1
99,6.7,3.5,5,3.3,2.6,5.1,4.7,3.7,3.9,4.1,3.9,3.1,4.7,4.4,4.6,2.9,3.7,5.6,4.4,4.3,3.2,4.3,5.4,3.7,6.5,4.4,5.3,2.7,4.1,4.4
100,6.6,3.6,4.8,3.7,2.7,5.7,4.5,3.7,3.9,5.1,4,3.1,4.7,4.3,4.3,2.3,4.1,5.2,4.5,4.1,3.3,3.9,5.5,3.6,6.3,4.9,5.4,2.9,4.1,4.9
101,6.7,4.7,5.1,3.7,2.8,5.5,4.3,3.7,4.1,5,3.5,2.9,4.7,4.3,4.5,2.5,4.2,5.5,4.5,3.9,3.3,3.9,5.7,3.4,6,4.1,5.4,3,4.2,5.3
102,7.3,4.5,5.4,3.4,3,5.1,4.2,3.5,4.7,4.7,3.7,2.7,4.6,3.7,4,2.5,3.7,5.7,4.7,4,3.3,3.8,5.8,3.7,6,4.3,5.7,3.3,4.1,5.5
103,7.5,4.6,5.7,3.7,3.5,5.4,3.9,3.9,4.8,4.5,3.6,2.7,4.8,3.4,3.5,2.7,3.9,5.5,4.5,4.1,3.3,3.6,6,3.7,5.5,4.3,5.2,3.8,3.9,5.3
104,8,5.4,6.1,3.7,3.4,4.3,3.9,4,4.9,4.7,3.7,2.7,4.7,3.3,2.9,2.7,3.6,5.5,4.4,4,4.3,3.7,6.6,3.5,5.9,4.1,5.8,3.8,3.5,5.5
105,8.3,5.5,5.3,3.7,4.1,4.2,3.4,4.1,4.7,4.3,4.3,3.1,4.7,3.4,2.8,2.7,3.3,5.2,4.5,4.5,3.9,3.3,7.1,3.8,5.9,4.7,5.8,3.7,3.8,5.5
106,8.7,5.3,5,3.5,4.2,4.4,3.5,3.4,4.3,4.3,3.8,3.5,4.7,3.1,3,2.3,3.5,5.2,4.6,4.1,3.5,3.5,7.1,3.7,5,4.7,5.9,3.5,3.7,5.3
107,8.3,5.2,4.5,3.4,4.5,4.1,4,3.3,4.7,4.2,3.7,4,4.9,2.9,2.8,2.3,3.1,4.5,4.3,4.5,3.4,3.3,7.2,4,4.9,4.5,5.7,3.5,3.7,5.9
108,7.9,4.9,4.7,3.3,4.2,4.3,4.2,3.4,4.7,4.2,3.6,4,4.7,3.1,2.7,2.3,3.3,3.9,4.2,4.1,3.5,3.1,7.7,3.7,5.1,4.3,5.5,3.4,3.8,5.9
109,7.5,4.8,4.5,3.5,4.5,4.3,4.3,3.1,4.5,4.1,3.6,3.7,5,2.9,3.1,2.2,3.5,3.9,4.3,4.1,3.5,2.9,6.9,3.8,4.9,4.4,5.5,3.9,3.7,6.3
110,6.9,5.1,4.8,3.5,4.5,4.8,5,3.3,4.3,4.2,4.3,3.5,4.7,2.6,3.7,2,3.5,4.1,4.1,4.5,3.7,2.8,6.9,3.6,4.7,4.3,5.5,3.7,3.5,6.4
111,7.3,4.9,4.3,3.3,4.3,5,4.8,3.4,4,4.1,4.7,3.9,5,2.7,4.3,1.9,3.5,4.1,4.5,4.9,4,2.9,6.9,3.8,4.2,4.3,5,3.7,3.7,6.6
112,7.1,4.7,4.1,3.2,3.9,5.5,4.9,4,3.7,4.3,4.7,3.8,4.4,3.1,4.3,2.2,3.1,4,4.6,4.9,3.6,2.7,6.6,3.9,3.8,4.1,5.1,3.5,3.7,6.1
113,6.8,4.4,4.3,3.1,4.6,5.5,4.7,3.9,3.9,4.1,4.3,3.9,4.5,2.7,4.2,2.2,2.9,4,4.4,4.5,3.5,3.3,6.9,3.8,3.7,4.5,5.3,3.6,4.1,5.9
114,6.8,4.4,4.9,2.9,4.6,5.6,4.9,4,3.8,3.3,4.7,4.1,4.9,3,4.3,2.4,2.6,4.1,4.7,4.9,3.5,3.5,6.6,3.7,3.8,4.2,4.8,3.7,4.3,5.3
115,6.5,3.3,4.9,2.9,4.3,5.4,4.6,3.9,3.9,3.4,5.1,4.3,5.1,3.2,4.3,2.3,2.9,3.7,4.5,5.2,3.6,3.1,6.5,3.7,4,4.3,4.9,3.9,4.2,5
116,6.3,3.4,4.5,2.5,4.2,5.7,4.4,4.3,3.4,3.1,5.3,4.9,5.2,3.3,4.8,2.4,2.9,3.7,4.4,5.3,3.7,3.4,6.9,3.3,3.8,4.2,5.1,3.8,4.1,4.9
117,6.3,3.7,4.1,2.4,3.8,5.4,4.5,4.7,3.2,3.3,5.4,4.5,4.9,4,5,2.2,3.2,4,4.1,5.3,3.9,3.2,7.4,3.1,4.4,4,5.3,3,4,5.3
118,5.9,2.9,3.8,2.7,3.9,5.5,4.3,4.7,3.3,3.1,5.3,4.3,4.6,4,5.1,2.5,3.1,4.3,4.3,4.8,3.1,3.3,6.3,3.4,4.2,4.1,5.3,3.2,4.2,4.7
119,5.5,2.9,4.2,3.1,3.3,5.5,4.1,4.4,3.5,3.6,5.2,4.1,4.5,3.8,5.1,2.4,3.4,4.8,4.2,4.7,3.1,4,6.2,3.1,4.3,3.3,5.4,3.3,4.1,4.5
120,5.3,3,4.5,2.9,3.5,5.4,4.4,4.4,3.7,3.3,5.4,4.3,4.9,3.7,4.6,2.5,3.4,4.7,4.2,4.8,3.2,3.9,5.9,3.1,4.6,3,5.4,3.2,4.3,4.7
121,5,3.3,4.9,3.1,3.7,5.5,4.1,4.6,3.4,3.6,5.5,4.1,4.9,3.7,4.5,2.5,3.3,4.8,4.4,4.3,3.3,3.9,5.7,3.1,4.7,2.9,5.8,3.4,4.7,4.1
122,5.3,3.2,4.7,3.3,3.7,5.8,4.1,4.9,3.9,3.9,5.5,4.6,4.6,4.1,4.8,2.7,3.1,4.9,4.3,4.7,3.4,4,5.1,3.1,4.5,3.4,5.9,3.7,4.5,4.2
123,5.1,3.3,4.5,3.5,3.4,5.7,4.2,5.1,3.8,4.1,5.5,5,4.4,4.2,4.6,2.7,3.2,5.1,4.4,4.7,3.9,4,5.3,3.6,5,3.4,6.2,3.5,4.5,3.6
124,5.1,3.3,4.5,3.9,3.4,5.1,3.8,5.1,3.9,3.8,5.3,5.5,4.3,4.3,4.1,2.9,3.1,5.1,4.9,4.4,3.6,4.5,5.7,3.8,5.5,3.6,5.9,3.7,4.3,3.5
125,4.7,3.7,4.7,4.1,3.3,4.7,3.8,4.8,4.3,3.7,5,5.5,3.9,4.1,3.8,2.8,3.4,5.4,5,4.1,3.5,4.5,5.8,3.9,5.5,3.6,6.4,3.7,4.7,3.7
126,4.7,4.1,4.8,4.5,3.5,3.9,4,4.5,4.6,4,4.7,5.4,4,4.2,3.9,2.5,3.6,5.3,5.4,4.1,4.1,4.4,5.7,3.9,5.3,3.7,6.3,3.9,4.7,3.3
127,4.9,4.2,5.3,4.6,3.2,3.8,4,4.6,4.2,3.9,5,5.1,4.2,4.5,4.1,2.7,3.7,5.5,5.5,4.3,3.9,3.9,5.4,4,5.5,3.3,6.3,4,4.5,3.3
128,5.2,4.6,5.5,4.9,3.7,3.4,3.9,4.7,4.2,4.3,5.1,5.1,3.9,4.5,4.3,2.6,3.7,5.5,5.1,4,4,4,5.2,3.8,5.3,3.3,6.5,3.8,4.7,3.3
129,5.7,4.5,4.9,5.2,3.7,3.5,3.9,5.1,4.3,4.1,4.6,5.2,3.8,4.3,4.3,2.6,3.5,5.6,5.1,4,3.9,4,5.5,3.7,5.3,3.3,6.8,3.9,4.4,3.4
130,6.3,4.9,5.1,5.5,4.1,3.6,4.3,4.7,4.4,4.3,3.9,4.9,4.5,4.2,4.1,2.6,3.9,5.4,5.1,4.2,3.7,3.7,5.6,4,5.5,3.7,6.3,3.7,4.7,3.4
131,6.3,4.9,5.4,5.6,4,3.6,4.6,4,4.6,4.3,4.2,5.5,4.4,3.9,4.1,2.5,3.3,5.3,5.4,4.5,3.4,4.1,4.9,4.1,4.9,3.9,6.1,4.1,4.9,3
132,6.5,4.8,5.3,5.2,3.9,3.7,4.5,3.7,4.9,4.7,4.2,6.1,4.7,3.8,4.5,2.2,3.2,5.3,5.4,4.9,3.3,4.1,5.1,4.1,5,4.1,5.4,3.9,4.9,3.5
133,6.3,4.9,5.2,5,3.8,3.7,4.3,4.3,5.1,4.4,3.9,6,5.3,3.6,4.8,2.3,3.4,5.2,5.3,4.7,3.5,3.4,4.6,4.3,4.8,4.5,5.5,4.1,5.1,3.8
134,6.5,4.8,5.1,5.1,3.6,4.3,4.1,4.1,5.2,4.2,4,5.7,5.2,3.7,4.9,2.3,3.5,5,5.5,4.6,3.7,3.3,5.7,4.1,4.5,5.1,5.7,4,4.9,3.7
135,6.9,4.8,4.8,4.9,3.2,4.1,4.1,4.1,5.1,4.3,3.9,5.4,5.1,3.9,5.5,2.3,3.8,5.1,5.1,5.1,3.9,3.5,6.2,3.9,4.3,5.2,5.3,3.7,4.4,3.9
136,6.9,4.9,4.7,5.4,3.4,3.8,3.8,3.7,4.9,4.3,4,4.8,5.3,3.7,5.2,2.2,3.7,5.3,5.1,4.8,3.9,3.2,6.3,4.1,4.3,4.9,5.1,3.7,4.4,4
137,6.7,4.7,4.9,5.6,3.8,3.8,3.5,3.5,5.1,4.1,4.6,4.4,5.3,3.4,5,2.5,3.5,5.7,5,4.9,3.3,2.9,6.2,3.6,4.4,4.8,4.8,3.3,4.3,4.3
138,6.7,4.6,5,5.3,3.9,4,3.2,3.5,5.1,4.4,4.8,4.2,5.8,3.6,4.9,2.3,3.5,5.5,4.7,5.2,3.4,2.6,6.4,3.7,3.8,4.8,4.7,3.3,4.5,4.5
139,6.5,4.2,5,5,4.1,4.3,3.3,3.4,4.9,4.5,5.1,4.1,6.2,3.7,4.2,2.9,3.6,5.5,4.5,5.5,3.7,2.7,6.2,3.8,4.4,5.3,4.5,3.3,4,4.4
140,6.1,3.8,4.6,4.8,4.3,4.4,3.1,3.4,4.3,3.9,5.3,4.4,6.1,3.3,4.2,3.1,3.9,5.5,4.2,5.7,3.5,2.9,6.5,3.7,4.8,5.4,4.5,3.1,4.1,4.9
141,6.4,3.7,4.4,4.6,4.1,4.2,3,3.2,4.7,3.7,5.1,4.5,5.7,3.9,4.2,2.9,3.7,5.3,4.2,5.6,3.5,2.9,7.1,4,4.7,5.4,4.5,3.2,4.3,5.2
142,5.8,3.2,3.9,4.1,3.5,4.2,3.1,3.4,4.5,3.3,4.5,4.2,5.5,3.8,4.9,3.3,3.8,5.1,4.4,6.1,3.4,3,7.5,4.1,4.5,5.7,4.7,3.3,3.5,5
143,5.5,3.2,4.3,3.9,3.5,4.4,3.3,2.9,4.4,3.5,4.7,3.9,5.6,4,4.5,3.3,3.7,5.1,4.6,6,3.5,3.1,7.4,4.1,4.9,5.7,4.7,2.9,3.9,5.1
144,4.2,2.9,4.3,3.5,3.5,4.2,3.1,3.3,4.5,3.5,4.9,4.5,4.7,4.1,4.4,3.1,3.6,5.2,4.3,5.6,3.9,3.3,6.9,3.8,4.9,5.2,4.8,2.9,3.7,4.9
145,4.1,2.4,3.7,3.6,3.8,3.9,2.9,3.2,4.3,3.9,4.4,4.1,5.1,4.1,4.3,3.7,3.5,4.9,4.3,5.7,3.8,3.1,6.7,4.1,4.7,5,4.8,2.7,3.7,5
