index,BAL,TBR,BOS,NYY,TOR,MIN,DET,CHW,KCR,CLE,LAA,OAK,TEX,HOU,SEA,LAD,SFG,ARI,COL,SDP,MIL,STL,CHC,CIN,PIT,NYM,WSN,ATL,PHI,MIA
1.0,4.5,5.1,3.7,4.0,3.5,4.1,4.9,3.7,3.9,3.3,4.9,5.2,4.3,3.9,4.7,3.1,3.1,5.0,4.8,2.7,3.1,5.1,4.1,4.1,4.6,4.1,4.9,4.4,3.9,4.1
2.0,4.5,5.3,3.7,4.1,3.5,4.1,5.2,3.6,3.5,3.3,4.9,4.7,3.8,4.3,4.3,2.6,2.5,4.9,4.6,3.0,3.1,4.8,4.6,3.7,4.9,4.0,4.7,5.1,3.8,4.5
3.0,4.5,5.1,3.8,3.9,3.3,4.2,5.3,3.1,4.2,3.5,4.5,4.2,3.1,4.4,4.0,2.5,2.3,4.7,4.0,3.0,3.1,4.5,4.6,3.7,4.9,3.7,4.2,5.1,3.9,4.1
4.0,4.6,4.4,3.3,4.0,3.5,4.9,4.9,3.5,4.3,3.7,4.9,3.6,3.1,4.7,4.2,2.5,2.5,4.5,3.7,3.1,2.5,3.9,4.7,4.1,4.7,3.7,4.5,5.1,4.5,4.1
5.0,4.3,4.1,3.3,4.2,3.6,4.5,4.0,3.4,4.4,3.8,4.9,3.0,3.1,4.7,3.9,2.3,2.8,4.8,3.7,3.1,2.3,3.9,4.7,4.9,4.7,3.5,4.5,4.8,4.7,3.9
6.0,4.1,4.3,3.4,4.3,3.3,4.7,4.1,3.9,4.2,3.8,5.6,3.1,3.1,4.5,3.4,2.3,2.6,5.0,3.3,3.3,3.3,4.1,4.5,5.1,3.9,3.5,4.1,4.7,4.5,3.8
7.0,4.3,4.1,3.7,4.1,3.5,4.9,4.3,3.7,3.8,3.9,5.5,2.9,3.7,4.5,3.5,2.7,2.7,4.8,3.7,3.5,3.4,4.1,4.5,5.0,3.3,3.2,4.5,5.0,4.7,3.7
8.0,3.9,3.9,3.9,3.9,3.1,5.1,4.1,3.4,3.7,3.9,5.4,2.8,3.6,4.7,3.0,2.7,2.9,4.3,3.7,3.5,3.2,4.1,4.8,5.0,3.2,3.1,4.5,5.4,4.9,3.6
9.0,3.7,4.0,4.1,3.9,2.9,5.3,3.7,3.7,3.2,4.1,5.7,2.9,3.7,4.4,3.1,3.2,2.9,3.9,4.3,3.5,3.4,3.7,4.8,4.7,3.2,3.4,3.7,5.6,4.7,3.9
10.0,3.1,3.6,3.7,3.7,3.4,4.9,3.5,3.5,3.5,4.5,4.9,2.9,4.1,3.9,3.1,3.2,2.9,3.8,4.3,3.6,3.5,3.2,4.7,4.5,3.2,3.8,3.8,5.1,4.6,3.5
11.0,3.3,3.8,3.7,3.6,3.5,4.7,3.5,3.3,4.0,4.7,5.2,2.9,4.1,3.9,3.0,3.6,3.2,4.6,4.5,4.1,3.7,3.2,4.9,5.1,3.4,4.0,3.1,4.8,4.5,3.6
12.0,3.1,3.3,3.5,3.4,3.7,5.3,3.6,3.5,3.9,4.6,5.3,2.7,4.2,3.4,3.0,3.6,3.0,4.2,4.4,4.3,3.5,3.2,5.0,5.0,3.6,3.8,3.5,4.5,4.5,3.2
13.0,2.9,3.1,3.7,3.1,3.5,5.1,4.1,3.7,4.4,4.5,5.1,2.5,4.2,3.1,2.9,3.6,3.2,3.9,4.6,3.9,3.6,3.0,5.1,5.0,4.3,3.9,3.7,4.9,4.3,3.0
14.0,3.1,3.3,3.5,2.8,3.4,5.2,4.2,3.8,4.8,4.2,5.3,2.5,4.3,2.8,3.1,3.5,3.3,4.4,4.5,3.7,3.5,2.7,4.9,5.6,4.0,3.7,3.6,4.9,4.5,3.0
15.0,3.4,3.4,3.8,2.4,3.6,4.9,4.4,3.3,5.3,4.2,5.5,3.0,4.4,3.1,3.4,3.5,2.9,4.6,4.8,3.7,4.5,2.5,5.5,6.1,4.1,2.9,3.1,5.3,4.4,3.1
16.0,3.5,3.5,3.9,2.3,3.7,4.7,4.1,3.3,5.3,4.3,5.5,3.3,4.2,3.1,3.3,3.7,3.2,4.8,5.5,3.4,4.4,2.7,4.7,5.7,3.7,2.8,3.2,4.5,4.6,2.9
17.0,3.8,3.5,4.1,2.5,3.8,4.9,4.6,3.2,4.7,3.7,5.6,3.5,4.6,3.1,3.5,3.9,3.7,5.2,5.7,3.3,4.7,2.4,4.8,5.3,3.6,2.9,3.4,4.4,4.8,2.9
18.0,3.5,3.7,4.2,2.7,4.2,4.2,4.7,2.5,4.3,3.5,5.2,3.5,4.5,3.0,3.5,3.9,3.7,5.1,5.9,3.3,5.1,2.7,4.9,5.4,3.7,2.6,3.4,4.3,4.4,2.5
19.0,3.7,3.3,4.7,3.2,4.3,4.7,5.4,2.4,4.8,3.3,5.8,4.1,4.2,3.1,3.8,4.3,3.5,5.1,6.1,3.2,5.1,2.9,4.8,4.5,3.5,2.7,3.7,5.1,4.1,2.5
20.0,4.2,2.9,4.4,3.2,4.5,4.9,5.6,2.1,5.3,3.3,4.8,4.0,4.1,3.4,3.9,4.7,3.6,4.7,6.4,3.1,4.5,2.6,4.8,4.7,3.7,2.7,3.5,5.3,3.9,2.7
21.0,4.0,2.7,4.3,3.3,4.4,5.3,5.4,2.6,5.9,3.2,4.9,4.0,3.9,3.5,4.1,5.0,4.1,4.6,6.1,3.3,4.4,3.1,4.9,4.6,4.5,3.5,3.0,5.0,4.1,2.5
22.0,4.0,2.9,4.2,2.9,4.5,5.3,5.7,2.5,6.0,3.1,5.0,4.1,4.3,3.6,4.6,4.9,3.9,4.7,6.5,3.3,4.5,3.0,4.7,5.1,4.5,3.8,3.6,4.9,3.7,2.7
23.0,4.1,3.0,3.9,2.6,4.4,5.2,5.6,2.5,6.1,3.3,5.2,3.8,3.9,3.5,4.7,4.6,3.8,4.9,6.0,3.3,4.3,2.9,4.3,5.5,4.7,3.6,3.5,4.7,3.7,3.2
24.0,4.2,3.1,3.9,3.1,4.2,5.3,5.6,2.5,5.9,3.1,5.3,3.9,3.5,3.6,4.8,4.3,3.9,5.1,5.8,3.1,4.1,3.1,4.1,5.5,4.9,3.3,3.9,5.2,3.5,3.3
25.0,4.1,2.9,4.1,3.4,3.9,5.7,5.7,2.9,5.5,3.1,5.4,3.7,3.7,3.5,4.9,4.3,3.6,4.6,5.9,2.9,3.9,2.7,4.1,5.4,4.4,3.3,4.2,5.4,3.7,3.1
26.0,4.4,3.0,4.2,3.3,4.1,6.1,6.1,2.7,5.3,3.1,5.4,4.1,3.7,3.7,4.7,4.3,3.9,5.5,5.9,2.8,4.2,2.9,3.9,5.4,4.3,3.3,4.0,4.9,3.5,3.5
27.0,4.7,2.9,4.1,3.9,3.9,6.1,5.7,2.8,4.7,3.5,5.5,4.0,4.3,3.9,4.9,4.4,3.8,5.7,5.9,2.8,4.5,3.5,3.6,5.5,3.8,3.4,4.0,4.7,3.7,3.9
28.0,5.3,2.7,4.1,4.0,4.1,5.9,5.1,2.8,4.2,3.2,5.5,4.1,4.3,3.9,4.7,4.3,3.6,4.9,5.9,2.9,4.7,3.5,3.7,4.9,3.9,3.7,3.9,4.5,4.0,3.5
29.0,5.4,2.5,3.9,4.3,4.3,5.9,4.7,2.9,4.0,3.7,5.1,4.0,4.3,4.0,4.3,3.9,3.7,4.9,5.9,2.7,3.8,3.7,3.1,5.6,4.3,3.6,4.3,4.3,3.7,3.9
30.0,5.9,2.7,4.1,4.1,4.7,5.9,4.7,2.9,4.1,3.6,5.0,4.0,4.2,3.6,4.7,3.8,3.4,4.9,5.2,2.3,3.9,3.7,3.1,5.9,4.5,3.5,4.3,4.5,3.7,3.7
31.0,5.8,2.9,3.9,3.9,4.6,5.7,4.3,3.4,4.2,4.1,4.9,4.3,4.3,3.5,4.7,3.5,3.1,4.6,5.0,2.3,4.1,4.4,3.1,6.1,5.6,3.4,4.3,4.7,3.7,3.7
32.0,6.6,2.8,3.9,3.5,4.3,5.8,4.4,3.7,4.1,4.3,5.3,4.7,4.2,3.7,5.7,3.3,2.9,4.6,4.7,2.3,4.0,4.0,2.9,6.1,5.8,3.4,4.1,4.6,4.2,4.1
33.0,6.6,3.2,3.5,2.7,5.0,5.7,3.8,3.5,3.6,4.2,4.7,4.4,4.3,3.9,5.7,3.1,3.0,4.7,4.8,2.4,4.1,3.9,2.9,6.1,6.1,3.5,3.9,3.9,4.5,4.1
34.0,6.4,3.1,3.6,2.8,4.7,5.3,3.7,3.5,3.1,4.1,5.0,3.9,4.4,3.6,6.0,2.8,3.7,4.9,4.4,2.2,3.9,4.2,2.9,6.0,6.0,3.4,4.1,3.5,4.5,3.7
35.0,6.6,3.2,3.6,3.1,4.5,4.7,3.8,3.3,3.1,4.2,5.1,4.2,4.3,3.9,5.5,2.2,2.9,4.9,4.4,2.1,4.3,4.2,2.6,5.9,5.3,3.0,4.4,3.5,4.5,4.0
36.0,6.7,3.3,3.6,3.1,4.7,4.5,3.3,3.2,3.0,4.8,5.3,4.3,3.9,3.7,5.1,2.4,3.1,5.3,4.1,2.1,4.3,4.2,2.6,5.1,5.5,2.9,3.9,3.7,4.1,3.8
37.0,6.9,3.3,3.7,3.3,4.6,4.7,3.5,3.1,3.1,4.6,5.0,4.3,4.5,4.3,5.1,2.3,3.3,5.5,3.8,2.1,4.3,4.4,2.5,5.2,5.2,3.1,4.2,4.3,4.3,3.2
38.0,6.9,3.1,3.6,2.9,4.3,4.7,3.5,3.1,3.2,4.5,4.9,4.3,4.9,5.0,4.6,2.8,3.5,5.6,3.9,2.3,4.3,4.5,2.5,4.9,5.0,3.1,4.1,4.0,4.3,3.3
39.0,6.7,3.2,3.4,3.1,4.7,4.7,3.3,2.8,3.2,4.8,4.3,4.3,5.0,5.1,4.5,3.1,3.7,5.8,3.9,2.3,4.3,4.8,2.2,4.6,5.1,2.7,3.9,4.5,4.3,3.5
40.0,6.4,3.3,4.1,3.3,4.3,3.7,2.9,3.0,3.5,4.4,4.1,3.8,4.9,4.9,4.4,3.5,3.5,5.1,3.7,2.5,3.9,5.1,2.3,5.3,5.2,2.5,4.1,4.8,4.6,3.1
41.0,6.2,3.3,4.2,2.9,4.6,3.9,2.7,2.9,3.5,4.4,4.3,4.0,4.5,4.7,4.3,3.5,3.5,5.0,3.5,2.8,3.7,4.8,2.3,5.2,5.6,3.0,3.8,4.2,5.1,3.0
42.0,5.6,3.1,4.3,2.7,5.0,4.2,3.1,3.0,3.9,4.5,3.9,3.9,4.3,4.6,4.5,3.7,3.8,5.2,3.2,3.1,3.7,4.6,2.1,5.2,5.5,2.7,4.0,4.6,4.6,3.3
43.0,5.2,3.3,4.0,2.7,4.6,4.1,3.4,3.0,3.9,4.1,4.1,3.9,4.1,4.5,5.1,3.8,3.8,5.3,2.9,3.3,3.9,5.4,2.3,4.1,5.1,2.7,4.2,4.6,4.5,3.1
44.0,4.6,3.2,3.6,3.3,4.4,4.9,3.9,3.4,3.6,5.1,4.2,4.0,4.4,4.5,5.1,4.0,4.1,5.2,3.2,3.7,3.5,5.3,2.7,4.3,5.3,2.7,4.1,4.5,4.5,3.6
45.0,5.0,2.9,3.6,3.6,4.6,5.1,3.7,3.2,3.8,4.6,4.1,3.5,4.7,4.7,4.9,4.3,4.1,5.4,3.6,3.9,3.3,4.9,2.8,4.3,4.1,3.1,4.4,4.4,4.5,4.1
46.0,4.5,3.1,3.5,4.0,4.3,4.9,3.5,2.9,4.2,4.8,4.2,3.3,4.8,4.4,4.0,4.5,4.2,5.5,3.9,3.8,3.1,5.2,2.9,3.9,4.1,3.1,4.3,4.5,4.3,3.8
47.0,4.3,2.7,3.5,4.4,3.7,5.1,3.5,2.9,4.5,4.7,4.0,3.2,4.9,3.9,4.4,4.5,4.1,5.5,3.6,3.8,2.9,5.6,3.4,4.3,3.7,3.1,4.1,4.7,4.1,4.1
48.0,4.7,2.7,3.7,4.4,4.0,5.5,3.7,3.1,4.5,4.9,3.7,3.3,5.0,3.9,4.1,4.2,3.6,5.2,3.8,4.1,3.1,5.9,3.3,4.3,3.9,3.2,3.9,4.9,4.2,4.1
49.0,4.5,2.5,3.9,4.4,4.1,5.5,3.6,2.9,4.3,5.2,3.5,3.0,5.3,4.1,4.3,4.3,3.6,5.3,3.9,4.0,2.8,5.5,3.3,4.5,4.1,2.9,3.5,5.1,4.1,4.0
50.0,4.7,2.5,4.2,4.7,4.1,5.8,3.9,3.1,4.8,4.7,3.3,2.7,5.4,4.3,4.5,4.0,3.5,5.0,4.4,4.4,2.9,6.1,3.4,4.6,4.2,2.6,3.5,4.7,4.1,4.1
51.0,4.8,2.5,4.2,5.1,4.1,5.4,4.6,3.0,4.8,4.5,3.4,2.9,5.5,3.9,4.7,4.6,3.3,5.1,5.1,4.5,2.9,6.3,3.5,4.1,4.5,2.4,3.2,4.5,4.0,4.2
52.0,4.6,2.7,4.5,5.3,4.4,6.0,4.7,3.0,5.3,4.7,3.4,2.9,4.9,3.4,5.1,4.3,3.3,5.3,5.5,4.3,2.9,6.0,3.4,4.1,4.7,2.7,2.9,5.0,4.2,4.1
53.0,4.9,2.7,5.7,5.3,4.2,5.9,4.9,3.3,5.3,4.3,3.9,3.0,4.9,3.3,5.3,3.6,3.0,5.4,5.4,4.4,3.5,5.9,3.4,4.1,5.0,3.0,2.7,4.3,3.9,4.2
54.0,5.2,2.6,5.0,5.0,4.7,6.4,4.9,2.9,5.4,5.0,4.2,3.1,5.1,3.5,5.3,3.5,3.3,5.3,5.3,4.1,3.6,5.3,3.5,3.3,4.7,3.0,2.7,4.0,3.8,4.3
55.0,5.7,2.7,5.2,5.1,4.8,6.1,5.1,3.1,5.3,5.1,4.3,3.2,5.5,3.5,5.4,3.3,3.7,5.7,5.3,3.8,3.6,4.7,3.7,3.7,4.7,2.4,2.7,4.5,3.5,4.1
56.0,5.5,3.1,5.6,5.2,4.4,6.0,5.1,3.4,5.4,4.9,4.6,3.2,5.7,3.5,5.1,3.1,3.3,6.2,5.7,3.9,3.4,4.9,3.6,3.9,4.7,2.5,2.5,3.9,4.0,3.7
57.0,5.9,3.2,5.9,5.3,4.5,5.7,5.5,3.5,5.3,4.7,4.4,3.1,5.7,3.4,4.7,3.1,3.4,6.5,5.7,4.1,3.5,4.5,3.8,4.0,4.7,2.6,1.9,3.9,4.1,3.5
58.0,6.3,3.3,5.8,4.8,4.2,4.9,5.5,3.4,5.5,3.9,4.5,2.9,5.5,3.5,4.7,3.3,3.9,6.3,5.6,4.0,3.8,4.3,4.0,4.0,4.5,2.6,2.5,3.8,4.8,3.0
59.0,6.3,3.5,6.1,4.9,3.9,5.0,5.5,3.7,5.3,3.9,4.5,3.3,5.0,3.2,4.6,3.3,3.9,6.4,5.4,3.9,3.9,4.0,3.7,4.1,4.5,2.3,2.2,3.5,4.5,2.6
60.0,6.2,3.6,6.1,4.7,3.7,5.6,5.4,4.1,5.3,3.9,4.2,3.1,5.6,3.1,4.7,3.3,3.6,6.7,5.5,4.3,4.2,4.2,3.8,4.1,4.3,2.3,2.9,3.8,4.0,2.7
61.0,6.9,4.2,6.4,4.4,3.8,5.3,5.3,4.2,5.5,4.5,4.6,3.5,5.6,3.0,4.1,3.4,3.5,6.3,5.5,4.1,4.1,4.1,3.3,3.9,4.5,2.5,3.1,3.9,4.2,2.5
62.0,6.5,4.3,6.0,4.5,3.7,5.2,5.5,4.4,6.0,4.5,4.8,3.7,5.5,3.0,3.8,3.6,3.3,6.5,5.3,3.9,3.8,3.9,3.2,3.6,4.3,2.8,3.0,3.7,4.1,2.9
63.0,6.6,4.2,5.7,4.3,3.7,5.0,5.4,4.5,6.0,4.7,5.6,3.9,5.1,2.4,3.8,3.5,3.6,6.3,5.4,3.7,3.9,4.1,3.5,3.7,3.9,2.9,3.3,3.7,4.5,2.7
64.0,7.1,3.8,5.3,4.5,3.6,5.1,5.3,4.5,5.7,5.0,5.5,3.9,4.9,2.3,3.6,3.6,3.9,6.8,5.3,3.5,3.9,3.7,3.4,3.8,3.6,4.1,3.3,3.5,4.7,2.6
65.0,6.9,3.9,5.1,4.3,4.1,5.8,4.3,4.8,5.7,5.3,5.3,3.7,4.2,2.1,3.2,2.9,4.0,6.5,4.9,3.6,3.7,3.7,3.7,4.0,3.8,4.3,3.7,3.1,5.2,2.7
66.0,7.1,4.0,4.9,4.1,4.1,5.4,4.9,4.9,5.5,5.3,5.8,3.9,4.4,2.5,3.2,2.8,3.9,6.3,4.3,4.1,3.8,3.6,4.7,4.4,4.0,4.1,4.0,2.5,5.1,2.9
67.0,6.9,4.2,4.1,4.5,4.0,5.6,5.0,4.9,6.2,5.3,5.8,3.9,4.3,3.1,3.5,2.8,4.1,6.1,3.9,4.1,3.2,3.6,4.5,4.6,3.9,4.1,4.7,2.7,5.2,2.9
68.0,6.5,5.1,4.2,4.9,3.7,5.3,4.9,5.1,6.1,4.8,5.9,4.0,4.1,3.2,3.8,2.7,3.8,5.9,3.9,4.1,3.5,3.8,5.3,4.3,4.2,4.3,4.7,2.7,5.6,2.7
69.0,6.3,5.6,3.7,5.3,3.5,5.3,5.1,5.3,6.1,5.0,5.4,3.7,3.9,3.2,3.7,2.9,3.7,5.8,3.7,4.3,3.5,4.1,5.0,3.9,4.3,4.3,4.9,2.3,5.4,2.7
70.0,6.5,5.5,3.3,5.1,3.5,5.3,4.9,5.1,6.0,5.5,5.4,4.0,3.6,3.3,4.0,3.1,3.6,5.1,3.9,4.1,3.2,4.1,5.2,3.5,4.1,4.3,5.1,2.7,5.3,3.1
71.0,6.3,5.1,3.5,4.9,3.4,5.5,4.5,5.5,6.2,5.7,5.5,3.9,3.7,3.3,4.0,3.0,3.7,5.2,3.8,3.8,2.9,3.7,4.7,3.5,4.0,4.5,5.4,3.2,5.7,3.3
72.0,6.1,5.3,3.4,5.1,3.8,5.7,4.2,5.1,6.3,5.5,5.5,4.1,3.9,3.3,3.7,2.8,3.3,5.4,3.6,3.8,2.7,3.8,4.9,3.5,3.9,4.7,4.9,3.3,4.8,3.3
73.0,6.1,5.0,3.2,4.9,4.1,5.6,4.7,4.6,6.2,5.5,5.5,3.7,4.0,3.6,4.5,2.5,3.3,5.1,3.5,3.7,2.6,3.9,5.9,3.1,4.5,4.9,5.3,3.5,5.4,3.5
74.0,6.7,4.6,3.2,4.6,4.1,5.1,4.7,4.3,6.1,5.4,5.6,4.2,3.5,3.7,4.5,2.9,3.5,4.7,3.4,3.9,2.5,3.7,5.8,3.3,5.3,4.9,4.9,3.1,5.5,3.8
75.0,6.4,4.1,3.0,4.5,3.9,5.1,4.9,4.3,5.7,5.2,5.1,3.9,3.4,3.9,4.3,2.7,3.5,4.9,3.5,4.0,2.5,3.7,6.3,3.1,5.1,5.0,5.4,3.0,5.5,3.9
76.0,6.3,4.1,3.3,4.7,3.6,5.2,4.4,4.0,6.1,5.0,4.9,3.6,3.6,3.9,4.5,2.7,3.6,5.2,3.6,4.9,2.6,3.8,6.6,3.2,5.2,4.7,5.5,3.3,5.5,3.8
77.0,6.5,4.3,3.8,4.7,3.5,5.1,4.9,4.3,5.9,4.5,4.5,3.5,3.6,3.8,4.1,2.7,3.4,5.1,3.3,5.3,2.5,3.5,6.6,3.0,5.4,5.1,6.9,3.5,5.1,3.9
78.0,6.0,4.5,4.0,4.2,4.1,5.0,5.5,4.0,6.1,4.3,4.5,3.7,4.3,4.1,4.4,2.8,3.2,5.9,2.7,5.2,2.5,3.9,6.5,3.5,5.3,4.2,7.3,3.5,5.1,4.1
79.0,5.7,4.9,3.9,3.9,4.0,4.6,5.5,3.6,5.9,4.5,4.7,3.6,4.5,4.1,4.6,3.0,3.1,6.3,3.0,5.1,2.7,3.5,6.1,3.6,5.3,4.7,7.4,3.7,4.6,3.8
80.0,5.3,4.8,3.7,3.9,3.7,4.2,4.9,3.6,5.7,4.3,4.3,3.5,4.9,4.1,4.7,3.0,3.1,6.3,3.6,4.6,2.8,3.5,5.6,3.7,5.3,4.7,7.1,3.7,4.8,3.8
81.0,5.7,4.9,3.9,3.5,3.9,4.1,4.6,3.5,4.9,4.5,4.1,3.5,5.7,3.5,4.4,3.3,3.3,6.1,3.9,4.9,3.0,3.5,6.0,4.4,5.1,4.4,6.6,3.7,5.1,3.9
82.0,5.9,4.1,4.1,3.3,4.0,4.3,4.5,3.7,4.8,4.9,3.8,3.5,5.7,3.4,4.2,3.7,3.1,6.1,4.2,4.9,2.5,3.7,5.4,4.5,5.4,4.1,6.5,4.1,4.8,5.0
83.0,5.4,3.7,4.3,3.0,4.0,4.3,4.1,3.4,5.1,4.8,4.1,3.5,5.7,3.5,4.5,3.7,3.0,5.8,4.3,5.1,2.7,3.5,5.5,4.9,5.1,4.7,6.5,4.0,4.7,5.3
84.0,5.3,3.5,4.4,3.1,3.6,4.1,3.9,3.5,4.8,4.4,3.8,2.9,5.9,3.6,4.5,3.8,3.3,6.0,4.1,4.9,3.0,3.5,5.5,5.1,5.3,4.7,6.5,3.9,5.0,4.8
85.0,5.2,3.8,4.1,3.3,3.7,4.1,3.9,3.3,4.6,4.4,3.6,2.8,6.1,3.7,4.2,4.1,3.6,5.5,4.0,4.7,2.9,3.7,5.5,5.1,5.4,4.5,6.4,3.3,4.5,4.7
